rapidez, referencia, pid,-0.05,0.5,100,
rapidez, referencia, pid,0.0648785262941,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.362777581287,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.510974758102,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.604081302269,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.684056448066,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.734100319444,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.791215597932,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.789039732237,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.791803963062,0.5,100,
rapidez, referencia, pid,0.861466902444,0.5,58.117275717,
rapidez, referencia, pid,0.861466902444,0.5,29.4117813492,
rapidez, referencia, pid,0.861466902444,0.5,0.706286981445,
rapidez, referencia, pid,0.811466902444,0.5,-27.9992073863,
rapidez, referencia, pid,0.811466902444,0.5,84.2669929587,
rapidez, referencia, pid,0.811466902444,0.5,59.5321933038,
rapidez, referencia, pid,0.811466902444,0.5,34.7973936488,
rapidez, referencia, pid,0.811466902444,0.5,10.0625939939,
rapidez, referencia, pid,0.761466902444,0.5,-14.6722056611,
rapidez, referencia, pid,0.761466902444,0.5,100,
rapidez, referencia, pid,0.761466902444,0.5,80.8005844547,
rapidez, referencia, pid,0.761466902444,0.5,60.0364795125,
rapidez, referencia, pid,0.802646831256,0.5,-10,
rapidez, referencia, pid,0.752646831256,0.5,-10,
rapidez, referencia, pid,0.752646831256,0.5,12.1005606058,
rapidez, referencia, pid,0.702646831256,0.5,-7.9631081357,
rapidez, referencia, pid,0.702646831256,0.5,100,
rapidez, referencia, pid,0.702646831256,0.5,96.8519438069,
rapidez, referencia, pid,0.702646831256,0.5,80.7589697782,
rapidez, referencia, pid,0.702646831256,0.5,64.6659957495,
rapidez, referencia, pid,0.702646831256,0.5,48.5730217208,
rapidez, referencia, pid,0.702646831256,0.5,32.4800476921,
rapidez, referencia, pid,0.702646831256,0.5,16.3870736635,
rapidez, referencia, pid,0.702646831256,0.5,0.294099634758,
rapidez, referencia, pid,0.652646831256,0.5,-15.7988743939,
rapidez, referencia, pid,0.72793195862,0.5,-10,
rapidez, referencia, pid,0.67793195862,0.5,-10,
rapidez, referencia, pid,0.62793195862,0.5,-2.38252245335,
rapidez, referencia, pid,0.62793195862,0.5,100,
rapidez, referencia, pid,0.62793195862,0.5,100,
rapidez, referencia, pid,0.62793195862,0.5,100,
rapidez, referencia, pid,0.62793195862,0.5,93.9801774112,
rapidez, referencia, pid,0.62793195862,0.5,83.8206023774,
rapidez, referencia, pid,0.62793195862,0.5,73.6610273435,
rapidez, referencia, pid,0.62793195862,0.5,63.5014523097,
rapidez, referencia, pid,0.62793195862,0.5,53.3418772758,
rapidez, referencia, pid,0.62793195862,0.5,43.182302242,
rapidez, referencia, pid,0.62793195862,0.5,33.0227272081,
rapidez, referencia, pid,0.715925286646,0.5,-10,
rapidez, referencia, pid,0.665925286646,0.5,-10,
rapidez, referencia, pid,0.615925286646,0.5,-10,
rapidez, referencia, pid,0.615925286646,0.5,5.27276645326,
rapidez, referencia, pid,0.565925286646,0.5,-3.93331200205,
rapidez, referencia, pid,0.565925286646,0.5,100,
rapidez, referencia, pid,0.565925286646,0.5,100,
rapidez, referencia, pid,0.565925286646,0.5,100,
rapidez, referencia, pid,0.565925286646,0.5,100,
rapidez, referencia, pid,0.565925286646,0.5,100,
rapidez, referencia, pid,0.565925286646,0.5,100,
rapidez, referencia, pid,0.565925286646,0.5,96.4200018004,
rapidez, referencia, pid,0.565925286646,0.5,91.1846180579,
rapidez, referencia, pid,0.565925286646,0.5,85.9492343154,
rapidez, referencia, pid,0.677008296479,0.5,-10,
rapidez, referencia, pid,0.627008296479,0.5,-10,
rapidez, referencia, pid,0.577008296479,0.5,-10,
rapidez, referencia, pid,0.577008296479,0.5,7.29528258223,
rapidez, referencia, pid,0.577008296479,0.5,1.1797538688,
rapidez, referencia, pid,0.527008296479,0.5,-4.93577484462,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.527008296479,0.5,100,
rapidez, referencia, pid,0.696250529674,0.5,-10,
rapidez, referencia, pid,0.646250529674,0.5,-10,
rapidez, referencia, pid,0.596250529674,0.5,-10,
rapidez, referencia, pid,0.546250529674,0.5,-10,
rapidez, referencia, pid,0.546250529674,0.5,4.11082885969,
rapidez, referencia, pid,0.546250529674,0.5,0.437894186882,
rapidez, referencia, pid,0.496250529674,0.5,-3.23504048593,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.496250529674,0.5,100,
rapidez, referencia, pid,0.608061469479,0.5,-10,
rapidez, referencia, pid,0.558061469479,0.5,-10,
rapidez, referencia, pid,0.508061469479,0.5,-58.6621577409,
rapidez, referencia, pid,0.508061469479,0.5,77.6986495743,
rapidez, referencia, pid,0.508061469479,0.5,77.0584568896,
rapidez, referencia, pid,0.508061469479,0.5,76.4182642049,
rapidez, referencia, pid,0.508061469479,0.5,75.7780715201,
rapidez, referencia, pid,0.508061469479,0.5,75.1378788354,
rapidez, referencia, pid,0.508061469479,0.5,74.4976861507,
rapidez, referencia, pid,0.508061469479,0.5,73.857493466,
rapidez, referencia, pid,0.508061469479,0.5,73.2173007812,
rapidez, referencia, pid,0.508061469479,0.5,72.5771080965,
rapidez, referencia, pid,0.508061469479,0.5,71.9369154118,
rapidez, referencia, pid,0.508061469479,0.5,71.2967227271,
rapidez, referencia, pid,0.508061469479,0.5,70.6565300423,
rapidez, referencia, pid,0.508061469479,0.5,70.0163373576,
rapidez, referencia, pid,0.626191500996,0.5,-10,
rapidez, referencia, pid,0.576191500996,0.5,-10,
rapidez, referencia, pid,0.526191500996,0.5,-10,
rapidez, referencia, pid,0.476191500996,0.5,-11.8043562399,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.476191500996,0.5,100,
rapidez, referencia, pid,0.591162810721,0.5,-10,
rapidez, referencia, pid,0.541162810721,0.5,-10,
rapidez, referencia, pid,0.491162810721,0.5,-49.9653926556,
rapidez, referencia, pid,0.491162810721,0.5,87.7374029593,
rapidez, referencia, pid,0.491162810721,0.5,88.4391985742,
rapidez, referencia, pid,0.491162810721,0.5,89.1409941891,
rapidez, referencia, pid,0.491162810721,0.5,89.842789804,
rapidez, referencia, pid,0.491162810721,0.5,90.5445854188,
rapidez, referencia, pid,0.491162810721,0.5,91.2463810337,
rapidez, referencia, pid,0.491162810721,0.5,91.9481766486,
rapidez, referencia, pid,0.491162810721,0.5,92.6499722635,
rapidez, referencia, pid,0.491162810721,0.5,93.3517678784,
rapidez, referencia, pid,0.491162810721,0.5,94.0535634933,
rapidez, referencia, pid,0.491162810721,0.5,94.7553591082,
rapidez, referencia, pid,0.491162810721,0.5,95.4571547231,
rapidez, referencia, pid,0.491162810721,0.5,96.158950338,
rapidez, referencia, pid,0.491162810721,0.5,96.8607459529,
rapidez, referencia, pid,0.589921979011,0.5,-10,
rapidez, referencia, pid,0.539921979011,0.5,-10,
rapidez, referencia, pid,0.489921979011,0.5,-58.1635139401,
rapidez, referencia, pid,0.489921979011,0.5,79.637820953,
rapidez, referencia, pid,0.489921979011,0.5,80.4381558462,
rapidez, referencia, pid,0.489921979011,0.5,81.2384907394,
rapidez, referencia, pid,0.489921979011,0.5,82.0388256325,
rapidez, referencia, pid,0.489921979011,0.5,82.8391605257,
rapidez, referencia, pid,0.489921979011,0.5,83.6394954189,
rapidez, referencia, pid,0.489921979011,0.5,84.439830312,
rapidez, referencia, pid,0.489921979011,0.5,85.2401652052,
rapidez, referencia, pid,0.489921979011,0.5,86.0405000984,
rapidez, referencia, pid,0.489921979011,0.5,86.8408349915,
rapidez, referencia, pid,0.489921979011,0.5,87.6411698847,
rapidez, referencia, pid,0.489921979011,0.5,88.4415047779,
rapidez, referencia, pid,0.489921979011,0.5,89.241839671,
rapidez, referencia, pid,0.489921979011,0.5,90.0421745642,
rapidez, referencia, pid,0.57776158114,0.5,-10,
rapidez, referencia, pid,0.52776158114,0.5,-10,
rapidez, referencia, pid,0.47776158114,0.5,-32.1651420073,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.47776158114,0.5,100,
rapidez, referencia, pid,0.659821542801,0.5,-10,
rapidez, referencia, pid,0.609821542801,0.5,-10,
rapidez, referencia, pid,0.559821542801,0.5,-10,
rapidez, referencia, pid,0.509821542801,0.5,-10,
rapidez, referencia, pid,0.459821542801,0.5,-5.42338676772,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.459821542801,0.5,100,
rapidez, referencia, pid,0.566386136222,0.5,-10,
rapidez, referencia, pid,0.516386136222,0.5,-10,
rapidez, referencia, pid,0.516386136222,0.5,2.25301192751,
rapidez, referencia, pid,0.516386136222,0.5,0.951725038283,
rapidez, referencia, pid,0.466386136222,0.5,-0.349561850945,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.466386136222,0.5,100,
rapidez, referencia, pid,0.642062886088,0.5,-10,
rapidez, referencia, pid,0.592062886088,0.5,-10,
rapidez, referencia, pid,0.542062886088,0.5,-10,
